1,BMW ,BMW:BMW:3-Series:G20 [0-3.5 PC],2019-04,2025-10,46225,11556, -   , -   , -   ,46225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,BMW ,BMW:BMW:4-Series Gran Coupe:G26 [0-3.5 PC],2021-04,2028-03, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,BMW ,Daimler:Infiniti:QX50:P71A [0-3.5 PC],2017-11,2023-10,46104,23402, -   ,2106,45396,46104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,BMW ,Daimler:Infiniti:Q40:X71B [0-3.5 PC],2018-03,2025-02,41391,17899, -   , -   ,30206,41391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,MERCEDES BENZ,Daimler:Mercedes-Benz:Compact Sedan:V177 [0-3.5 PC],2018-07,2026-01,83970,30821, -   , -   ,39315,83970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,MERCEDES BENZ,Daimler:Mercedes-Benz:GLB:X247 [0-3.5 PC],2019-05,2026-05,46312,11578, -   , -   , -   ,46312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,MERCEDES BENZ,Daimler:Infiniti:Q30:GD1A(2) [0-3.5 PC],2021-07,2027-09, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,MERCEDES BENZ,Daimler:Infiniti:QX50:P71A(2) [0-3.5 PC],2023-11,2029-10, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,FCA,FCA:Ram:1500:DS [0-3.5 LCV],2009-09,2017-12,48189,23392,48189,45378, -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,FCA,FCA:Ram:2500/3500:DJ [3.5-6 LCV],2009-09,2018-09,157828,96576,117973,110505,157828, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,FCA,FCA:Ram:1500:DT [0-3.5 LCV],2018-01,2022-10,60480,30010, -   ,586,60480,58973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,FCA,FCA:Ram:2500/3500:DK [3.5-6 LCV],2018-10,2023-10,185504,56879, -   , -   ,42014,185504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,FCA,FCA:Ram:1500:DT(2) [0-3.5 LCV],2022-11,2029-10, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,FCA,FCA:Ram:2500/3500:DK(2) [3.5-6 LCV],2023-11,2030-10, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,FCA,FCA:Dodge:Journey:JC49 [0-3.5 PC],2008-01,2020-06,119755,89284,119755,63862,98782,74738,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,FCA,FCA:Fiat:500:FF [0-3.5 PC],2010-12,2019-07,16503,10572,11187,7042,16503,7555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,FCA,FCA:Fiat:Freemont:JF [0-3.5 PC],2011-03,2020-06,4042,2757,658,2353,3975,4042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,FCA,FCA:Jeep:Compass:MP [0-3.5 PC],2017-01,2022-06,219900,138885, -   ,120554,219900,215085,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,FCA,FCA:Jeep:Compass:MP(2) [0-3.5 PC],2022-07,2028-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,FORD,Ford:Ford:Fiesta:B299N [0-3.5 PC],2010-04,2018-10,72788,41075,37389,54124,72788, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,FORD,Ford:Lincoln:MKC:CX483 [0-3.5 PC],2018-11,2025-10,58414,16317, -   , -   ,6855,58414,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,FORD,Ford:Ford:C-CUV:CX430 [0-3.5 PC],2019-06,2026-06,59350,14837, -   , -   , -   ,59350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,FORD,Ford:Ford:Fusion:CD391 [0-3.5 PC],2012-08,2019-05,345714,220564,201647,210923,345714,123973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,FORD,Ford:Lincoln:MKZ:CD533 [0-3.5 PC],2012-10,2019-06,38413,28959,30487,23437,38413,23500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,FORD,Ford:Ford:Fusion:CD542 [0-3.5 PC],2019-06,2025-05,211387,52847, -   , -   , -   ,211387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,FORD,Ford:Ford:Focus:C519 [0-3.5 PC],2018-08,2025-07,262099,129056, -   , -   ,262099,254126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,FORD,Ford:Ford:C-Hybrid:C727 [0-3.5 PC],2018-09,2025-08,69703,22543, -   , -   ,20470,69703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,FORD,Ford:Ford:C-FCV:C723 [0-3.5 PC],2020-07,2027-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,GENERAL MOTORS,General Motors:Chevrolet:Captiva Sport:GMT311 [0-3.5 PC],2008-01,2017-04,896,224,896, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,GENERAL MOTORS,General Motors:Cadillac:SRX:GMT166 [0-3.5 PC],2009-07,2016-01, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,GENERAL MOTORS,General Motors:Chevrolet:Sonic:G1SC [0-3.5 PC],2012-07,2018-04,27786,16012,27786,23078,13183, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,GENERAL MOTORS,General Motors:Chevrolet:Cruze:D2LC [0-3.5 PC],2016-03,2023-03,28424,20254,13540,13236,25815,28424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,GENERAL MOTORS,General Motors:Chevrolet:Cruze:D2JCK [0-3.5 PC],2016-08,2023-03,61287,45515,29262,35982,61287,55530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,GENERAL MOTORS,General Motors:Chevrolet:Equinox:D2UC [0-3.5 PC],2017-05,2023-05,68922,42418, -   ,38424,68922,62326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,GENERAL MOTORS,General Motors:Holden:C-CUV:D2UH [0-3.5 PC],2017-07,2023-05,17761,11057, -   ,9391,17761,17077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,GENERAL MOTORS,General Motors:Chevrolet:Prisma:JBSC [0-3.5 PC],2019-05,2025-04,45178,11294, -   , -   , -   ,45178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,GENERAL MOTORS,General Motors:Chevrolet:Onix:JBJC [0-3.5 PC],2019-07,2025-06,14799,3700, -   , -   , -   ,14799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,GENERAL MOTORS,General Motors:Chevrolet:Cruze:9CLC [0-3.5 PC],2023-04,2029-03, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,GENERAL MOTORS,General Motors:Chevrolet:Equinox:9CUC [0-3.5 PC],2023-06,2029-05, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,GENERAL MOTORS,General Motors:Holden:C-CUV:9CUH [0-3.5 PC],2023-06,2029-05, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,GENERAL MOTORS,General Motors:Chevrolet:Aveo:T250/T255 [0-3.5 PC],2008-04,2018-06,47047,27721,47047,38723,25116, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,GENERAL MOTORS,General Motors:Chevrolet:Trax:G1UC [0-3.5 PC],2012-09,2019-01,84700,51968,72834,44119,84700,6218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,GENERAL MOTORS,General Motors:Chevrolet:Equinox:D2UC [0-3.5 PC],2017-04,2023-05,68922,42418, -   ,38424,68922,62326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,GENERAL MOTORS,General Motors:GMC:Terrain:D2UG [0-3.5 PC],2017-06,2023-05,133729,82601, -   ,71615,133729,125058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,GENERAL MOTORS,General Motors:Chevrolet:Trax:9BUC [0-3.5 PC],2019-02,2025-10,91007,22752, -   , -   , -   ,91007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,GENERAL MOTORS,General Motors:Chevrolet:Sonic:9BSC [0-3.5 PC],2021-07,2027-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,GENERAL MOTORS,General Motors:GMC:Terrain:9CUG [0-3.5 PC],2023-06,2029-05, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,GENERAL MOTORS,General Motors:Chevrolet:Equinox:9CUC [0-3.5 PC],2023-06,2029-05, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,GENERAL MOTORS,General Motors:GMC:Sierra:K2XG [0-3.5 LCV],2013-04,2018-05,75670,51745,74098,75670,57213, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,GENERAL MOTORS,General Motors:Chevrolet:Silverado:K2XC [0-3.5 LCV],2013-04,2018-05,152530,101644,152530,144665,109383, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,GENERAL MOTORS,General Motors:Chevrolet:Silverado HD:K2XCZ [3.5-6 LCV],2014-01,2019-03,3724,2096,1367,2231,3724,1060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,GENERAL MOTORS,General Motors:Chevrolet:Silverado:T1XC [0-3.5 LCV],2018-06,2025-05,224961,89353, -   , -   ,132449,224961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,GENERAL MOTORS,General Motors:GMC:Sierra:T1XG [0-3.5 LCV],2018-06,2025-05,114515,45950, -   , -   ,69284,114515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,HONDA,Honda:Honda:Fit:2WF [0-3.5 PC],2014-01,2020-07,84294,59477,22314,52800,84294,78498,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,HONDA,Honda:Honda:HR-V:2XP [0-3.5 PC],2015-01,2020-07,112022,92316,87978,61984,107279,112022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,HONDA,Honda:Honda:Fit:2WF(2) [0-3.5 PC],2020-08,2026-07, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57,HONDA,Honda:Honda:HR-V:2XP(2) [0-3.5 PC],2020-08,2026-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,HONDA,Honda:Honda:CR-V:2WS [0-3.5 PC],2011-12,2016-09,18023,4506,18023, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,HONDA,Honda:Honda:HR-V:2XP [0-3.5 PC],2016-11,2020-07,112022,92316,87978,61984,107279,112022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,HONDA,Honda:Honda:HR-V:2XP(2) [0-3.5 PC],2020-08,2026-07, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,HYUNDAI KIA ,Hyundai:Kia:Forte:YD [0-3.5 PC],2016-05,2018-03,77930,42042,77930,62498,27741, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,HYUNDAI KIA ,Hyundai:Kia:Rio:SC [0-3.5 PC],2017-01,2022-06,103377,66323, -   ,60802,103377,101112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,HYUNDAI KIA ,Hyundai:Hyundai:Accent:NB [0-3.5 PC],2017-07,2023-06,97203,54987, -   ,45671,97203,77073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,HYUNDAI KIA ,Hyundai:Kia:Forte:BD [0-3.5 PC],2018-04,2023-03,114420,48670, -   , -   ,80262,114420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,HYUNDAI KIA ,Hyundai:Kia:Rio:SC(2) [0-3.5 PC],2022-07,2027-12, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,HYUNDAI KIA ,Hyundai:Kia:Forte:BD(2) [0-3.5 PC],2023-04,2028-03, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,HYUNDAI KIA ,Hyundai:Hyundai:Accent:NB(2) [0-3.5 PC],2023-07,2029-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,MAZDA,Mazda:Mazda:3:J36W [0-3.5 PC],2014-01,2019-06,130250,84466,76666,68866,130250,62083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,MAZDA,Mazda:Mazda:2:J03W [0-3.5 PC],2014-10,2019-12,46251,38563,29320,33200,45483,46251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,MAZDA,Mazda:Toyota:Yaris:J03G [0-3.5 PC],2015-06,2019-12,32794,27167,23958,20906,31009,32794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,MAZDA,Mazda:Mazda:3:J36W(2) [0-3.5 PC],2019-07,2024-06,61200,15300, -   , -   , -   ,61200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,MAZDA,Mazda:Toyota:Yaris:J03G(2) [0-3.5 PC],2020-01,2025-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,MAZDA,Mazda:Mazda:2:J03W(2) [0-3.5 PC],2020-01,2025-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,PSA ,PSA:Ram:ProMaster:VF [3.5-6 LCV],2013-07,2020-06,27734,22427,20004,16226,27734,25744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,PSA ,PSA:Ram:ProMaster:VF(2) [3.5-6 LCV],2020-07,2028-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,RENAULT NISSAN,Renault/Nissan:Nissan:Micra:B02A [0-3.5 PC],2011-02,2017-09,41155,15609,41155,21280, -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,RENAULT NISSAN,Renault/Nissan:Nissan:Versa:L02B [0-3.5 PC],2011-06,2017-05,51748,12937,51748, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,RENAULT NISSAN,Renault/Nissan:Nissan:Sentra:L12F [0-3.5 PC],2012-08,2019-03,95652,62636,59486,56263,95652,39145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,RENAULT NISSAN,Renault/Nissan:Nissan:Note:J02C [0-3.5 PC],2013-05,2018-03,37340,22575,37340,36676,16285, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,RENAULT NISSAN,Renault/Nissan:Nissan:Kicks:P02F [0-3.5 PC],2016-05,2022-04,83135,62596,41417,48076,83135,77754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,RENAULT NISSAN,Renault/Nissan:Nissan:Micra:B02E [0-3.5 PC],2017-10,2023-09,84393,42952, -   ,15764,71650,84393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,RENAULT NISSAN,Renault/Nissan:Nissan:Sentra:L21B [0-3.5 PC],2019-04,2025-03,175837,43959, -   , -   , -   ,175837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,RENAULT NISSAN,Renault/Nissan:Nissan:Kicks:P02F(2) [0-3.5 PC],2022-05,2028-04, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,RENAULT NISSAN,Renault/Nissan:Nissan:Micra:B02E(2) [0-3.5 PC],2023-10,2029-09, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,RENAULT NISSAN,Renault/Nissan:Nissan:Sentra:L12F [0-3.5 PC],2013-11,2019-03,95652,62636,59486,56263,95652,39145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,RENAULT NISSAN,Renault/Nissan:Nissan:Versa:L02D [0-3.5 PC],2017-06,2023-12,108978,66399, -   ,49864,106754,108978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,RENAULT NISSAN,Renault/Nissan:Nissan:Tsuru:GS [0-3.5 PC],1997-01,2017-09,30655,11032,30655,13473, -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,RENAULT NISSAN,Renault/Nissan:Nissan:Versa/Tiida:B11C [0-3.5 PC],2007-02,2016-12,15952,3988,15952, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,RENAULT NISSAN,Renault/Nissan:Nissan:Versa:L02B [0-3.5 PC],2012-09,2017-05,51748,12937,51748, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,RENAULT NISSAN,Renault/Nissan:Nissan:NV200:X11M [0-3.5 LCV],2013-01,2019-12,22399,15634,7352,12348,22399,20436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,RENAULT NISSAN,Renault/Nissan:Chevrolet:City Express:X11M [0-3.5 LCV],2014-08,2019-12,15965,12406,8290,10168,15200,15965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,RENAULT NISSAN,Renault/Nissan:Nissan:Versa:L02D [0-3.5 PC],2017-06,2023-12,108978,66399, -   ,49864,106754,108978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,RENAULT NISSAN,Renault/Nissan:Nissan:Tsuru:G02B [0-3.5 PC],2017-10,2024-09,103725,44876, -   ,10182,65596,103725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,RENAULT NISSAN,Renault/Nissan:Nissan:NV200:X11M(2) [0-3.5 LCV],2020-01,2025-12, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,RENAULT NISSAN,Renault/Nissan:Chevrolet:City Express:X11M(2) [0-3.5 LCV],2020-01,2025-12, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96,RENAULT NISSAN,Renault/Nissan:Nissan:Frontier:D22 [0-3.5 LCV],2008-01,2016-02, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,RENAULT NISSAN,Renault/Nissan:Nissan:Frontier:H60A [0-3.5 LCV],2014-12,2024-03,119023,91838,66865,66935,119023,114532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98,RENAULT NISSAN,Renault/Nissan:Renault:Alaskan:U60A [0-3.5 LCV],2016-07,2024-06,3811,2735,2623,1716,2790,3811,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,TOYOTA,Toyota:Toyota:Corolla:150B [0-3.5 PC],2019-05,2024-10,100276,25069, -   , -   , -   ,100276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,TOYOTA,Toyota:Toyota:Tacoma:635N [0-3.5 LCV],2004-12,2015-08, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,TOYOTA,Toyota:Toyota:Tacoma:989A [0-3.5 LCV],2015-08,2022-12,94073,73531,51168,55832,94073,93052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,TOYOTA,Toyota:Toyota:Tacoma:989A(2) [0-3.5 LCV],2023-01,2030-12, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,VOLKSWAGEN,Volkswagen:Volkswagen:Jetta:VW361 [0-3.5 PC],2010-07,2017-06,176598,44149,176598, -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104,VOLKSWAGEN,Volkswagen:Volkswagen:Beetle:VW324 [0-3.5 PC],2011-08,2020-12,46111,27610,38310,26019,46111, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,VOLKSWAGEN,Volkswagen:Volkswagen:Beetle Convertible:VW325 [0-3.5 PC],2012-09,2020-12,17293,9690,10081,11386,17293, -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,VOLKSWAGEN,Volkswagen:Volkswagen:Golf:VW370 [0-3.5 PC],2014-01,2019-09,69168,55339,43351,42282,69168,66556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,VOLKSWAGEN,Volkswagen:Volkswagen:Golf SportWagen:VW372 [0-3.5 PC],2014-12,2021-11,25205,15809,8097,9757,20178,25205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,VOLKSWAGEN,Volkswagen:Volkswagen:Tiguan:VW326 [0-3.5 PC],2017-03,2024-02,101381,63978, -   ,53664,100869,101381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
109,VOLKSWAGEN,Volkswagen:Volkswagen:Jetta:VW371 [0-3.5 PC],2017-07,2023-06,322771,202653, -   ,182133,322771,305708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,VOLKSWAGEN,Volkswagen:Volkswagen:Golf:VW380 [0-3.5 PC],2019-10,2025-09, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,VOLKSWAGEN,Volkswagen:Volkswagen:Beetle:VW334 [0-3.5 PC],2021-01,2027-12,58437,14609, -   , -   , -   ,58437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,VOLKSWAGEN,Volkswagen:Volkswagen:Beetle Convertible:VW335 [0-3.5 PC],2021-08,2027-12,16498,4124, -   , -   , -   ,16498,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,VOLKSWAGEN,Volkswagen:Volkswagen:Golf SportWagen:VW382 [0-3.5 PC],2021-12,2027-11, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,VOLKSWAGEN,Volkswagen:Volkswagen:Jetta:VW381 [0-3.5 PC],2023-07,2029-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,VOLKSWAGEN,Volkswagen:Audi:Q5:AU426 [0-3.5 PC],2016-05,2023-06,135811,95413,19878,95097,135811,130867,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,VOLKSWAGEN,Volkswagen:Audi:A4:AU491(2) [0-3.5 PC],2023-01,2029-12, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,VOLKSWAGEN,Volkswagen:Audi:Q5:AU436 [0-3.5 PC],2023-07,2030-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,VOLKSWAGEN,Volkswagen:Audi:Q5:AU436 [0-3.5 PC],2023-07,2030-06, -   , -   , -   , -   , -   , -   ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
